source_file;ucs_id;ucs_name;surface_ha;nb_uts;texture;profondeur;hydromorphie;position_topo;ph_classe;cailloux
id_ucs_11026.txt;218;Plateaux d’interfluves, de bocage ouvert, en prairie ou culture, souvent forestier ? des couvertures limoneuses en association avec des dépôts caillouteux du Pleistocène, principalement des sols luviques, dans le sud de la Brenne.;5256.0;8;limoneux;profond;hydromorphe;plateau;Acide;caillouteux
id_ucs_11027.txt;216;Vastes plateaux, de bocage très ouvert, en prairie ou culture, souvent forestier ? des couvertures limoneuses épaisses masquant les dépôts de l’Eocène, principalement des sols luviques, dans la partie méridionale de la Brenne.;28238.0;8;limoneux;profond;hydromorphe;plateau;NA;caillouteux
id_ucs_11028.txt;219;Plateaux d’interfluves, de bocage très ouvert, en prairie ou culture, souvent forestier ? des couvertures limoneuses épaissesmasquant les dépôts duMiocène, principalement des sols luviques, dans le sud ouest de la Brenne.;2074.0;7;limoneux;moyen;hydromorphe;plateau;Acide;caillouteux
id_ucs_11029.txt;301;Versants céréaliers et pentes forestières, développés sur les calcaires de l’Oxfordien récifal, principalement des sols argilo-calcaires, superficiels et sains, sur l’ensemble du Pays Blancois.;8573.0;9;argileux;superficiel;draine;versant;Basique;caillouteux
id_ucs_11030.txt;108;Replats / liserés, de bocage ouvert, céréalier, développés sur les calcarénites du Cénomanien, avec des dépôts Eocène, sols variés, calcaires, à l’est et sud du Boischaut Nord, ou au contact des calcaires marneux de Champagne Berrichonne.;1625.0;8;argileux;profond;draine;NA;Basique;caillouteux
id_ucs_11031.txt;118;Versants ou petits plateaux, de bocage ouvert, céréalier, développés sur les faciès carbonatés de l’Eocène ou Mio-Pliocène, sols argilo-calcaires des grands bassins lacustres du Boischaut Nord.;2507.0;9;argilo-sableux;profond;hydromorphe;plateau;Basique;caillouteux
id_ucs_11032.txt;9;Versants céréaliers, développés sur les calcaires de l’Oxfordien ou du Dogger, principalement des sols argilo-calcaires, superficiels et sains, du sud est de la Champagne Berrichonne.;1287.0;10;argileux;superficiel;draine;versant;Basique;caillouteux
id_ucs_11033.txt;1069;Sols moyennement profonds à profonds des collines dumassif de Quintin issus de granite;6907.0;10;sablo-limoneux;profond;hydromorphe;bas-fond/vallee;Acide;NA
id_ucs_11034.txt;1070;Solsmoyennement profonds des buttes dumassif deQuintin et sols acides forestiers issus de granite;25363.0;10;sablo-limoneux;moyen;hydromorphe;bas-fond/vallee;Acide;NA
id_ucs_11035.txt;1048;Sols bien drainés des paysages mixtes aux longs versants issus de granite;17256.0;9;NA;profond;hydromorphe;versant;Acide;NA
id_ucs_11037.txt;2;sols bruns des versants des coteaux deDuras, plus oumoins hydromorphes, calcaires ou non, sur molasse de l’Agenais et calcaire de Monbazillac;9251.0;5;NA;NA;hydromorphe;versant;Basique;NA
id_ucs_11038.txt;510;Versants et replats à chaos, bocage dense, des prairies associées à de nombreux bosquets de résineux ? principalement des sols brunifiés et rochers affleurants, sur massifs granitiques distribués sur toute la Marche.;4652.0;5;sableux;moyen;draine;versant;Acide;caillouteux
id_ucs_11039.txt;1028;Sols moyennement profonds à peu profonds des collines et versants ondulés issus de granite;50819.0;10;sablo-limoneux;moyen;hydromorphe;versant;Acide;NA
id_ucs_11040.txt;1029;Sols peu profonds et acides des landes de Locarn issus de granite;155.0;2;NA;superficiel;;NA;Acide;NA
id_ucs_11041.txt;1030;Sols moyennement profonds des buttes à pente forte issus de granite;2261.0;5;sablo-limoneux;moyen;hydromorphe;bas-fond/vallee;Acide;NA
id_ucs_11042.txt;1031;Sols moyennement profonds des collines issus de granite et sols profonds de bas de versant a tendance colluviale;4897.0;8;sablo-limoneux;profond;hydromorphe;versant;Acide;NA
id_ucs_11043.txt;1033;Sols moyennement profonds à profonds issus de granite ou gneiss associés à des sols localement limoneux de plateau;6366.0;11;sablo-limoneux;profond;hydromorphe;plateau;Acide;NA
id_ucs_11045.txt;1040;Sols des plateaux ondulés issus de granite;7222.0;9;sablo-limoneux;moyen;hydromorphe;plateau;Acide;NA
id_ucs_11046.txt;512;Hauts de versants, bocage ouvert, prairie ou culture ? couvertures limoneuses résiduelles masquant les arènes du socle métamorphique principalement Amphibolites associés à des Gneiss, sols luviques et brunifiés, en Marche.;685.0;6;limono-argileux;profond;hydromorphe;versant;Acide;caillouteux
id_ucs_11047.txt;121;Plateaux, de bocage ouvert, céréalier, localement viticole, développés sur les faciès argileux ou à silex du Turonien, avec des couvertures limoneuses, principalement des sols luviques, hydromorphes, dans tout le Boischaut Nord.;2212.0;6;limono-argileux;moyen;hydromorphe;plateau;NA;caillouteux
id_ucs_11048.txt;115;Plateaux, hauts de coteaux, de bocage ouvert, céréalier, localement viticole, forestier, développés sur faciès argileux ou à silex du Turonien, sols brunifiés et sols luviques, hydromorphes, en lien avec les principales vallées du Boischaut Nord.;13363.0;7;limono-argileux;moyen;hydromorphe;plateau;NA;caillouteux
id_ucs_11049.txt;124;Plateaux, hauts de coteaux, de bocage ouvert, céréalier ou forestier, localement viticole développés sur faciès à silex du Crétacé, avec des couvertures limoneuses, principalement des sols luviques, hydromorphes, sur tout le Boischaut Nord.;5162.0;7;limoneux;moyen;hydromorphe;plateau;NA;caillouteux
id_ucs_11050.txt;513;Petits interfluves, bocage ouvert, prairie ou culture ? rares dépôts limoneuxmasquant les arènes du socle métamorphique, principalement des Gneiss associés à des Micaschistes, sols luviques associés à des sols brunifiés, en Marche.;4606.0;7;limoneux;profond;hydromorphe;NA;Acide;caillouteux
id_ucs_11051.txt;511;Versants à bocage dense, prairie ou culture, quasi absence de forêt ? en présence des schistes du socle métamorphique, essentiellement des Gneiss associés à des Micaschistes, sols brunifiés et rochers affleurants, en Marche.;17573.0;7;NA;moyen;draine;versant;Acide;caillouteux
id_ucs_11052.txt;515;Versants à bocage dense, prairie, rare culture, peu forestier ? en présence des schistes du socle métamorphique, essentiellement des Micaschistes associés à des Gneiss et Leptinytes, sols brunifiés et rochers affleurants, en Marche.;7711.0;8;NA;moyen;hydromorphe;versant;Acide;caillouteux
id_ucs_11053.txt;516;Versants abrupts à cordon forestier, quelques prairies ? en présence des schistes du socle métamorphique, essentiellement des Micaschistes associés à des Gneiss et Leptinytes, principalement des rochers affleurants et des sols brunifiés, en Marche.;2096.0;5;NA;moyen;hydromorphe;versant;Acide;caillouteux
id_ucs_11054.txt;1;sols lessivés et hydromorphes sur molasse de l’Agenais sur replats sommitaux des coteaux de Duras;1756.0;5;limono-sablo-argileux;NA;hydromorphe;versant;NA;NA
id_ucs_11055.txt;1002;Sols peu profonds, hydromorphes de dépression issus de gabbro à altération argileuse;1321.0;7;argileux;superficiel;hydromorphe;bas-fond/vallee;Acide;NA
id_ucs_11056.txt;1003;Sols moyennement profonds a peu profonds de buttes à pente forte issus de roches volcaniques grenues;1899.0;3;NA;moyen;hydromorphe;bas-fond/vallee;NA;NA
id_ucs_11057.txt;1004;Sols moyennement profonds localement calciques, parfois hydromorphes des plateaux ondulés littoraux issus de roches volcaniques majoritairement grenues;12396.0;10;NA;moyen;hydromorphe;plateau;NA;NA
id_ucs_11058.txt;501;Petits plateaux, bocage ouvert, prairie, culture, localement forestier ? là où les dépôts détritiques Eocène masquent les arènes du socle métamorphique (Migmatites), principalement des sols luviques, à l’ouest de la Marche.;4647.0;7;limoneux;profond;hydromorphe;plateau;Acide;caillouteux
id_ucs_11059.txt;502;Grands plateaux, bocage ouvert, prairie, culture, parfois très forestier ? là où les dépôts détritiques Eocène masquent les arènes du socle métamorphique (Migmatites, Micaschistes, Gneiss), surtout des sols luviques, à l’ouest de la Marche.;4460.0;8;limoneux;profond;hydromorphe;plateau;Acide;caillouteux
id_ucs_11060.txt;1007;Sols souvent hydromorphes, localement calciques issus de roches volcaniques grenues à altération souvent argileuse;4280.0;9;argileux;profond;hydromorphe;bas-fond/vallee;NA;NA
id_ucs_11061.txt;506;Plateaux d’interfluves, bocage ouvert, prairie, culture, parfois forestier ? là où des couvertures limoneuses masquent les arènes du socle métamorphique (Migmatites, Micaschistes, etc…), sols luviques associés à des sols brunifiés, en Marche.;3885.0;9;limoneux;profond;hydromorphe;plateau;Acide;caillouteux
id_ucs_11062.txt;507;Hauts de versants, bocage ouvert, prairie ou culture ? couvertures limoneuses ou dépôts détritiques résiduels masquant les arènes du socle métamorphique (Migmatites, Gneiss, Leptynites, etc…), sols brunifiés et luviques, en Marche.;2745.0;9;limoneux;profond;hydromorphe;versant;Acide;caillouteux
id_ucs_11063.txt;508;Ilots constitués de versants et replats, bocage et cordon forestier le long des thalwegs, prairie ? association de sols brunifiés et rochers affleurants, sur socle métamorphique (principalement Amphibolites), distribués sur toute la Marche.;1820.0;7;sableux;moyen;hydromorphe;versant;Acide;caillouteux
id_ucs_11064.txt;1005;Sols profonds à moyennement profonds des collines issus de roches volcaniques grenues;3475.0;8;NA;profond;hydromorphe;NA;NA;NA
id_ucs_11067.txt;509;Petits plateaux et replats, de bocage ouvert, prairie ou forêt, développés sur les faciès rubéfiés des arènes du socle métamorphique (Amphibolites), principalement dominés par des sols brunifiés, à l’est de la Marche.;460.0;4;argileux;profond;draine;plateau;Acide;caillouteux
id_ucs_11068.txt;1006;Sols moyennement profonds à profonds des buttes et sols localement forestiers issus de roches volcaniques grenues;2512.0;7;NA;profond;hydromorphe;bas-fond/vallee;NA;NA
id_ucs_11069.txt;1027;Sols peu et moyennement profonds souvent hydromorphes de plateau issus de granite associés à des sols acides de boisements et landes morcelés;2893.0;9;sablo-limoneux;moyen;hydromorphe;plateau;Acide;NA
id_ucs_11070.txt;402;Sols moyennement profonds a profonds des plateaux ondulés issus de schistes et de schiste mêlé de quartzites;633.0;9;limoneux;profond;hydromorphe;plateau;Acide;caillouteux
id_ucs_11071.txt;409;Sols moyennement profonds à profonds des collines issus de schistes variés et parfois de grès;3324.0;10;NA;profond;;NA;Acide;caillouteux
id_ucs_11072.txt;501;Sols moyennement profonds caillouteux des buttes résiduelles du bassin de Chateaulin issus de schistes;2096.0;9;NA;moyen;;NA;Acide;caillouteux
id_ucs_11073.txt;25;Dépôts de sables graveleux, céréaliers ou forestiers, localement viticole, développés dans la formation fluviatile Plio-Quaternaire des sables d’Ardentes ? surtout des sols brunifiés au contact de la Champagne Berrichonne et du Boischaut Sud.;6642.0;10;sableux;moyen;draine;NA;Acide;caillouteux
id_ucs_11074.txt;402;Petits plateaux de bocage ouvert, surtout en prairie ? en présence de dépôts détritiques résiduels (Eocène ou Trias), des sols variés, principalement des sols brunifiés et luviques, au sud est du Boischaut Sud en limite de la Marche.;654.0;6;argilo-sableux;moyen;hydromorphe;plateau;Acide;caillouteux
id_ucs_11075.txt;1104;Sols moyennement profonds des collines issus de roches volcaniques a grains fins;251.0;2;NA;moyen;;NA;NA;NA
id_ucs_11076.txt;403;Replats ou éléments de cuesta, bocage ouvert, surtout en prairie ? en présence de dépôts détritiques Eocène masquant les argiles du Lias, principalement des sols brunifiés, en Boischaut Sud.;2974.0;7;argileux;profond;hydromorphe;NA;NA;caillouteux
id_ucs_11077.txt;502;Sols moyennement profonds à profonds caillouteux des plateaux du bassin de Chateaulin issus de schistes;31876.0;10;NA;profond;;plateau;Acide;caillouteux
id_ucs_11078.txt;704;Sols profonds à moyennement profonds des plateaux ondulés de littoral issus de schistes et quartzites et sols acides sous landes et forêts;3393.0;7;NA;profond;;plateau;Acide;caillouteux
id_ucs_11079.txt;405;Succession de plateaux et replats, bocage ouvert, prairie, culture, localement très forestier ? en présence du faciès à silex du Bajocien, principalement des sols brunifiés et luviques, au Nord du Boischaut Sud.;8752.0;9;argileux;moyen;hydromorphe;plateau;NA;caillouteux
id_ucs_11080.txt;406;Replats ou coteaux, bocage ouvert, des prairies ? en présence des sables du Trias masquant les premiers affleurements métamorphiques, surtout des sols brunifiés, en Boischaut Sud au contact de la Marche..;1364.0;7;sableux;moyen;hydromorphe;versant;Acide;caillouteux
id_ucs_11081.txt;504;Sols moyennement profonds à profonds, caillouteux des collines et plateaux ondulés issus de schistes moyens;13518.0;10;NA;moyen;hydromorphe;plateau;Acide;caillouteux
id_ucs_11082.txt;503;Sols moyennement profonds à profonds parfois hydromorphes des plateaux du bassin de Châteaulin issus de schistes;6587.0;10;NA;moyen;hydromorphe;plateau;Acide;caillouteux
id_ucs_11083.txt;26;Vastes plateaux d’interfluves où des couvertures limoneuses masquent la formation fluviatile Plio-Quaternaire des sables d’Ardentes ? dans un cadre très forestier, surtout des sols luviques au contact Champagne Berrichonne / Boischaut Sud.;10664.0;8;limono-sableux;moyen;hydromorphe;plateau;Acide;caillouteux
id_ucs_11084.txt;408;Replats ou éléments de crête, bocage ouvert, surtout en prairie , parfois forestier? développés dans d’épais dépôts détritiques sableux de l’Eocène, association de sols brunifiés et luviques, en Boischaut Sud.;2562.0;8;sableux;moyen;hydromorphe;NA;Acide;caillouteux
id_ucs_11085.txt;706;Sols peu et moyennement profonds des collines issus de schistes mêlés de grès et quartzites et sols forestiers de la forêt de Boquen et du bois de Margaro;5318.0;10;NA;moyen;hydromorphe;bas-fond/vallee;Acide;caillouteux
id_ucs_11086.txt;505;Sols moyennement profonds à peu profonds caillouteux de colline issus de schistes noirâtres de Chateaulin faiblement metamorphisés;5284.0;8;NA;moyen;hydromorphe;bas-fond/vallee;Acide;caillouteux
id_ucs_11087.txt;908;Sols moyennement profonds des plateaux et versants ondulés issus de schistes gréseux et localement de grès;1588.0;4;NA;moyen;hydromorphe;plateau;Acide;caillouteux
id_ucs_11089.txt;209;Sols profonds à moyennement profonds des collines de faible pente issus de gneiss;4097.0;7;sablo-limoneux;profond;hydromorphe;bas-fond/vallee;Acide;NA
id_ucs_11090.txt;2001;Sols argileux et noirâtres issus de schistes noirs ampéliteux;332.0;1;argileux;profond;;NA;Acide;NA
id_ucs_11091.txt;418;Eléments de cuesta et replats ? bocage ouvert, prairie et cultures ? des sols variés, sols brunifiés associés à des argilo-calcaires, sur argiles, marnes et calcaires du Lias (Pleinsbachien, Toarcien), en Boischaut Sud.;5384.0;9;argileux;profond;hydromorphe;NA;Basique;caillouteux
id_ucs_11092.txt;906;Sols podzoliques et sols peu profonds des landes et forêts du littoral issus des grès roses non altérés d’Erquy et de Fréhel;1117.0;4;NA;moyen;hydromorphe;NA;NA;caillouteux
id_ucs_11094.txt;127;Plaine argilo-limoneuse, moyennement épaisse, à charge en cailloux calcaires irrégulière, sur calcaire du Dogger et de sols de grèzes;6795.0;3;argilo-limoneux;moyen;draine;plaine;Basique;NA
id_ucs_11095.txt;401;Sols moyennement profonds à profonds de relief modéré issus de schistes;872.0;10;limoneux;profond;;NA;Acide;caillouteux
id_ucs_11096.txt;3014;Sols moyennement profonds localement hydromorphes des plaines issus de micaschiste et de schistes;10856.0;10;NA;moyen;hydromorphe;plaine;Acide;caillouteux
id_ucs_11098.txt;503;Pentes et hauts de versants, bocage, prairie ? sols variés en présence d’affleurements du socle métamorphique (Gneiss, Migmatites), parfois masqué de dépôts détritiques (Eocène , Pleistocène), à l’ouest de la Marche.;1229.0;8;limoneux;profond;hydromorphe;versant;Acide;caillouteux
id_ucs_11099.txt;105;Solsmoyennement profonds des fortes pentes issus de granite;21235.0;10;sablo-limoneux;moyen;;NA;Acide;NA
id_ucs_11100.txt;106;Sols peu profonds des collines issus de granite;7207.0;9;sablo-limoneux;profond;hydromorphe;bas-fond/vallee;Acide;NA
id_ucs_11101.txt;504;Pentes souvent fortes, bocage et cordon forestier le long des thalwegs, prairie ? association de sols brunifiés et rochers affleurants, sur socle métamorphique (Migmatites, Leptynites), en limite nord de la Marche au contact des dépôts du Trias.;8166.0;7;NA;moyen;hydromorphe;NA;Acide;caillouteux
id_ucs_11103.txt;67;sols d’apport alluvial, à gley profond, sur alluvions de la basse terrasse de la Garonne;776.0;1;NA;profond;hydromorphe;plateau;NA;NA
id_ucs_11104.txt;73;sols d’apport alluvial, plus oumoins brunifiés, hydromorphes, localement à forte charge caillouteuse, des alluvions du Lot;1111.0;4;argilo-sablo-limoneux;NA;hydromorphe;plateau;NA;caillouteux
id_ucs_11105.txt;74;sols d’apport alluvial, brunifiés, hydromorphes, des alluvions de la basse plaine de la vallée du Lot;5415.0;4;limoneux;NA;hydromorphe;plateau;NA;caillouteux
id_ucs_11106.txt;122;Sols des plateaux disséqués sur schistes de la basse montagne.;3808.0;5;NA;NA;;plateau;Acide;caillouteux
id_ucs_11107.txt;419;Eléments de cuesta et replats ? bocage ouvert, prairie et cultures ? des sols variés, sols brunifiés associés à des argilo-calcaires, sur argiles, marnes et calcaires du Lias (Pleinsbachien, Toarcien), en Boischaut Sud.;278.0;5;argileux;moyen;hydromorphe;NA;Basique;caillouteux
id_ucs_11108.txt;8;Sols des polders dumarais poitevin (desséché) issus d’argile marine du Bri ancien, cultivés ? très épais, très argileux et gonflants, partiellement dessalés, soumis à une nappe douce temporaire de surface sur une nappe salée permanente en profondeur;13814.0;6;argileux;profond;hydromorphe;bord de cours d'eau;Basique;NA
id_ucs_11109.txt;202;Sols des fortes pentes issus de gneiss;2134.0;9;sablo-limoneux;profond;;NA;Acide;NA
id_ucs_11110.txt;4023;Sols moyennement profonds à profonds des longs versants des plaines issus de schistes tendres localement greseux;647.0;9;NA;profond;hydromorphe;versant;Acide;NA
id_ucs_11111.txt;505;Ilots constitués de versants et replats, bocage et cordon forestier le long des thalwegs, prairie ? association de sols brunifiés et rochers affleurants, sur socle métamorphique (Quartzites, Leptynites, Gneiss), distribués sur toute la Marche.;2259.0;8;sableux;moyen;draine;versant;Acide;caillouteux
id_ucs_11112.txt;307;Sols moyennement profonds parfois hydromorphes des lignes de crête du Mené issus de micaschistes;3835.0;7;NA;moyen;hydromorphe;NA;Neutre;NA
id_ucs_11113.txt;308;Sols moyennement profonds localement hydromorphes des collines du Mené issus de micaschistes;10910.0;11;NA;moyen;hydromorphe;bas-fond/vallee;NA;NA
id_ucs_11114.txt;421;Vastes plateaux et replats, bocage ouvert, prairie, culture, localement très forestier ? en présence du faciès à silex du Bajocien, principalement des sols luviques, au Nord du Boischaut Sud.;4978.0;9;limono-argileux;moyen;hydromorphe;plateau;NA;caillouteux
id_ucs_11115.txt;420;Vastes plateaux, ou replats ? bocage résiduel , en culture ? largement occupés par des argilo-calcaires superficiels développés dans les calcaires du Lias (principalement Hettangien), en Boischaut Sud.;3165.0;7;argileux;superficiel;draine;plateau;Basique;caillouteux
id_ucs_11116.txt;79;sols lessivés hydromorphes et sols d’apport alluvial sableux, des alluvions de la moyenne terrasse de la vallée du Dropt;3726.0;4;sableux;NA;hydromorphe;plateau;Basique;NA
id_ucs_11117.txt;423;Vastes plateau, bocage ouvert, prairie, culture, localement très forestier ? des couvertures limoneuses épaisses en présence du faciès à silex du Bajocien, principalement des sols luviques, au Nord du Boischaut Sud.;4665.0;8;limono-argileux;profond;hydromorphe;plateau;NA;caillouteux
id_ucs_11118.txt;425;Versants ou éléments de cuesta, de bocage encore dense, principalement en pairie, développés dans les argiles et marnes de l’InfraLias, sols variés dominés par des sols brunifiés hydromorphes, en Boischaut Sud.;481.0;6;argileux;profond;hydromorphe;versant;Basique;caillouteux
id_ucs_11119.txt;426;Versant ou replats, essentiellement forestier, développés sur les faciès lacustres de l’Eocène, sols variés dominés par des sols brunifiés très hydromorphes, au nord du Boischaut Sud.;1342.0;9;argileux;moyen;hydromorphe;versant;Basique;caillouteux
id_ucs_11122.txt;401;Plateaux d’interfluves, bocage ouvert, prairie, culture, parfois forestier ? là où les dépôts détritiques Eocène masquent le Lias, des sols variés, principalement des sols brunifiés et luviques, à l’ouest du Boischaut Sud en limite de la Brenne.;1539.0;9;limono-argileux;profond;hydromorphe;plateau;NA;caillouteux
id_ucs_11125.txt;1306;Sols profonds et sols moyennement profonds à tendance hydromorphe issus de terrasse caillouteuse;365.0;8;limoneux;profond;hydromorphe;plateau;Acide;NA
id_ucs_11126.txt;1108;Sols moyennement profonds à profonds localement hydromorphes des collines et des plateaux issus de roches volcaniques à grains fins;13308.0;9;NA;moyen;hydromorphe;plateau;NA;NA
id_ucs_11127.txt;1407;Sols hydromorphes alluviaux et sols des versants souvent boisés des vallées encaissées issus de grès;556.0;5;NA;moyen;hydromorphe;versant;NA;caillouteux
id_ucs_11128.txt;404;Replats et éléments de cuesta, bocage ouvert, prairie ou culture ? sols variés développés dans calcaires, marnes et argiles du Lias (Sinémurien, Pleinsbachien, Toarcien), au sud ouest du Boischaut Sud.;4650.0;9;argileux;profond;hydromorphe;NA;Basique;caillouteux
id_ucs_11132.txt;409;Replats ou ou éléments de crête, bocage ouvert, des prairies ? couvertures limoneuse et depôts Eocène, masquant les sables du Trias et calcaires du Lias, surtout des sols luviques, en Boischaut Sud au contact de la Marche.;443.0;5;limono-sableux;profond;hydromorphe;NA;Basique;caillouteux
id_ucs_11133.txt;410;Replats et hauts de versants, bocage ouvert, prairie et culture ? là où la formation fluviatile Plio-Quaternaire des sables d’Ardentes masque les argiles et calcaires du Lias, principalement des sols brunifiés et luviques, en Boischaut Sud.;1402.0;9;sablo-argileux;moyen;hydromorphe;versant;Basique;caillouteux
id_ucs_11135.txt;413;Petits plateaux, replats et hauts de coteaux ? bocage ouvert, prairie et cultures ? des sols très variés, parfois recouvert de limon, principalement des sols brunifiés et luviques sur argiles, marnes et calcaires du Lias, en Boischaut Sud.;4953.0;11;limono-argileux;profond;hydromorphe;plateau;Basique;caillouteux
id_ucs_11137.txt;414;Petits plateaux ou replats ? bocage ouvert, principalement en culture ? surtout des argilo-calcaires développés dans les calcaires du Lias (Sinémurien), en Boischaut Sud.;1224.0;6;argileux;moyen;hydromorphe;plateau;Basique;caillouteux
id_ucs_11139.txt;416;Replats et éléments de crêtes, de bocage ouvert, plutôt en pairie, développés sur les faciès rubéfiés des dépôts du Trias en contexte d’hydrothermalisme, sols variés dominés par des sols brunifiés, en Boischaut Sud.;970.0;5;sableux;moyen;draine;NA;Acide;caillouteux
id_ucs_11144.txt;417;Petits plateaux d’interfluves, replats et éléments de cuesta ? bocage ouvert, prairie et cultures ? des sols variés, des sols brunifiés associés à des argilo-calcaires, sur argiles, marnes et calcaires du Lias, en Boischaut Sud.;703.0;8;argileux;profond;hydromorphe;plateau;Basique;caillouteux
id_ucs_11146.txt;422;Vastes plateau, bocage ouvert, prairie, culture, localement très forestier ? des couvertures limoneuses épaisses en présence du faciès à silex du Bajocien, principalement des sols luviques, au Nord du Boischaut Sud.;9342.0;6;limono-argileux;profond;hydromorphe;plateau;NA;caillouteux
id_ucs_11147.txt;424;Petits plateaux et replats, bocage ouvert, prairie et culture, parfois forestier ? en présence de sables graveleux du Trias, des sols variés, sols brunifiés associés à des sols luviques, en Boischaut Sud.;2496.0;6;sableux;moyen;hydromorphe;plateau;Acide;caillouteux
id_ucs_11148.txt;427;Petits plateaux et replats, surtout forestier, prairie et culture, développés sur les faciès lacustres et détritiques de l’Eocène en présence de couverture limoneuse, surtout des sols luviques, au nord et au sud du Boischaut Sud.;2625.0;6;limoneux;profond;hydromorphe;plateau;NA;caillouteux
id_ucs_11149.txt;407;Petits plateaux, bocage ouvert, prairie, culture, localement très forestier ? couvertures limoneuses masquant les argiles à silex du Bajocien, principalement des sols luviques, en Boischaut Sud.;1817.0;7;limono-argileux;moyen;hydromorphe;plateau;NA;caillouteux
id_ucs_11150.txt;411;Plateaux d’interfluves, bocage ouvert, prairie et culture, ou forestier ? là où les couvertures limoneuses masquent aussi bien argiles à silex du Bajocien que les argiles du Lias, principalement des sols luviques, en Boischaut Sud.;4623.0;8;limono-argileux;profond;hydromorphe;plateau;NA;caillouteux
id_ucs_11151.txt;412;Vastes plateaux, bocage ouvert, prairie et culture, parfois très forestier ? en présence de sables graveleux du Trias, des sols variés principalement dominés par des sols brunifiés et sains, en Boischaut Sud.;7293.0;7;sableux;moyen;draine;plateau;Acide;caillouteux
id_ucs_11165.txt;602;Emprises alluviales de la Creuse, ’Anglin et leurs affluents, le plus souvent en prairie ? des sols à nappe permanente ou non, en Brenne, Boischaut Sud et Pays Blancois.;5164.0;7;argileux;profond;hydromorphe;bas-fond/vallee;Basique;caillouteux
id_ucs_11166.txt;603;Emprises alluviales de la Théols et de l’Arnon, prairie ou peupleraie ? principalement des sol à nappe permanente, argileux associés à des tourbières, en Champagne Berrichonne.;2388.0;6;argileux;profond;hydromorphe;bas-fond/vallee;Basique;caillouteux
id_ucs_11167.txt;604;Emprises alluviales de la Claise, principalement en prairie ? surtout des sols à nappe permanente, argileux ou sableux, en Brenne.;1662.0;6;argilo-sableux;profond;hydromorphe;bas-fond/vallee;Basique;caillouteux
id_ucs_11168.txt;605;Emprises de la vallée du Cher, principalement en prairie ? surtout des sols d’alluvions, sableux associés à des terrasses, en Boischaut Nord.;1131.0;6;sableux;profond;hydromorphe;plateau;Basique;caillouteux
id_ucs_11169.txt;606;Emprises des petites vallées de Champagne Berrichonne, en culture (mais ou céréale) rarement en prairie ? association de sols à nappe permanente, d’alluvions et de tourbières.;4491.0;8;limoneux;profond;hydromorphe;bas-fond/vallee;Basique;caillouteux
id_ucs_11170.txt;607;Emprises alluviales de l’Indre amont et de la Bouzanne, essentiellement en prairie ? principalement des sols d’alluvions argileuses associés à des sols à nappe permanente, en Boischaut Sud ou en Marche Berrichonne.;7430.0;5;argileux;profond;hydromorphe;bas-fond/vallee;Basique;NA
id_ucs_11171.txt;608;Emprises alluviales de l’Indre aval, prairie et peupleraie ? principalement des sols à nappe permanente, argileux, en Champagne Berrichonne.;4597.0;5;argileux;profond;hydromorphe;bas-fond/vallee;NA;NA
id_ucs_11172.txt;609;Emprises des vallées du Boischaut Nord, en culture, prairie ou peupleraie ? association d’alluvions et de sols à nappe permanente, argileux, limoneux ou sableux.;3871.0;7;argilo-limono-sableux;profond;hydromorphe;bas-fond/vallee;Basique;caillouteux
id_ucs_11204.txt;1701;Sols sableux calcaires des cordons littoraux dunaires;696.0;4;sableux;profond;hydromorphe;bord de cours d'eau;Basique;NA
id_ucs_11289.txt;27;Banquettes des terrasses alluviales, surtout céréalières, principalement des sols brunifiés et luviques, sablo-graveleux, sains et séchants, le long de l’Indre en Boischaut Sud.;2595.0;8;sableux;profond;draine;plateau;Acide;caillouteux
id_ucs_11307.txt;4;Versants céréaliers principalement en adret, développés sur les calcaires de l’Oxfordien, surtout des sols argilo-calcaires, superficiels et sains, au sud de la Champagne Berrichonne.;28664.0;6;argileux;superficiel;draine;versant;Basique;caillouteux
id_ucs_11308.txt;9;Sols des polders dumarais poitevin (desséché) issus d’argile marine du Bri ancien, cultivés ? très épais, très argileux, gonflants, dessalés en surface, soumis à une nappe douce temporaire de surface et une nappe permanente peu salée en profondeur;12213.0;6;argileux;profond;hydromorphe;bord de cours d'eau;Basique;NA
id_ucs_11309.txt;3010;Sols profonds à tendance hydromorphe et sols boisés hydromorphes de plateau issus de micaschistes;9765.0;10;NA;profond;hydromorphe;plateau;NA;NA
id_ucs_11310.txt;106;Sols moyennement profonds à profonds des collines issus de granite;7600.0;6;sablo-limoneux;profond;hydromorphe;bas-fond/vallee;Acide;NA
id_ucs_11311.txt;2015;Sols moyennement profonds à profonds à tendance hydromorphe des plateaux issus de gneiss et localement de micaschistes (formation de St Malo);12195.0;11;sablo-limoneux;profond;hydromorphe;plateau;Acide;NA
id_ucs_11312.txt;2016;Sols moyennement profonds à tendance hydromorphe de littoral issus de gneiss et localement de micaschistes;3689.0;7;sablo-limoneux;moyen;hydromorphe;bas-fond/vallee;Acide;NA
id_ucs_11313.txt;4022;Sols moyennement profonds localement hydromorphes des plaines ouvertes et versants ondules issus de schistes tendres;23000.0;10;NA;profond;hydromorphe;versant;Acide;NA
id_ucs_11314.txt;4017;Sols moyennement profonds des longs versants des contreforts du Menez Hom issus de schistes et de grès;10031.0;10;NA;moyen;hydromorphe;versant;Acide;caillouteux
